YORF	NAME	G0.05	G0.1	G0.15	G0.2	G0.25	G0.3	N0.05	N0.1	N0.15	N0.2	N0.25	N0.3	P0.05	P0.1	P0.15	P0.2	P0.25	P0.3	S0.05	S0.1	S0.15	S0.2	S0.25	S0.3	L0.05	L0.1	L0.15	L0.2	L0.25	L0.3	U0.05	U0.1	U0.15	U0.2	U0.25	U0.3
YOR257W	CDC31      || microtubule nucleation* || structural constituent of cytoskeleton || YOR257W || 1086632	0.4	0.26	0.38	0.27	0.17	0.18	-0.38	-0.09	0.62	0.49	0.41	0.11	0.6	0.44	0.62	0.38	0.39	0.53	0.05	0.21	0.47	0.3	0.31	0.14	-0.03	0.07	0.17	0.14	0.03	0.1	-0.17	0.18	0.08	0.23	0.09	-0.04
YDR259C	YAP6       || positive regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription factor activity || YDR259C || 1083864	-0.12	0.03	0.41	0.42	0.59	0.62	-0.54	-1.26	-1.38	-0.74	-0.19	-0.13	-1.31	-1.62	-1.96	-1.47	-1.4	-1.14	-0.9	-0.73	-0.33	-0.5	-0.51	-0.5	0	-0.24	-0.13	-0.47	-0.72	-0.89	-0.19	-0.64	-0.58	-0.28	-0.44	-0.78
YFR021W	ATG18      || protein-vacuolar targeting* || phosphoinositide binding || YFR021W || 1083886	-0.15	-0.33	-0.13	0.03	0.05	0.02	0.81	0.76	-0.69	-0.48	-0.53	0.31	0.18	0.18	-0.1	0.04	0.23	0.13	0.45	-0.36	-0.48	-0.23	-0.47	-0.03	0.02	-0.15	0.07	0.06	0.24	-0.04	0.38	0.09	0.13	-0.13	0.23	0.47
YMR036C	MIH1       || G2/M transition of mitotic cell cycle* || protein tyrosine phosphatase activity || YMR036C || 1082194	0.04	0.04	0.01	0.05	-0.16	-0.36	0.16	0.02	0.36	0.08	0.12	0.05	-0.13	-0.05	-0.16	-0.18	-0.12	-0.21	-0.4	0.28	0.33	0.12	0.06	0.04	-0.19	-0.01	-0.13	-0.04	-0.03	0.01	-0.46	0.3	0.06	-0.04	0.17	0.1
YLR067C	PET309     || protein biosynthesis* || translation regulator activity || YLR067C || 1081333	-0.44	-0.31	-0.21	-0.09	0.15	0.14	-0.86	-0.55	0.41	0.39	0.21	-0.24	-0.49	-0.58	-0.42	-0.49	-0.33	-0.51	-0.21	-0.06	-0.04	-0.09	0.05	-0.11	-0.48	-0.16	-0.15	-0.19	-0.06	-0.15	-0.97	-0.51	-0.23	-0.1	-0.15	-0.17
YMR233W	|| biological process unknown || molecular function unknown || YMR233W || 1083066	-0.35	-0.23	-0.4	-0.25	-0.23	-0.1	-0.31	-0.06	0.49	0.39	0.17	-0.19	0.86	0.86	0.76	0.62	0.55	0.37	0.9	0.17	0	-0.12	0.21	0.04	-0.47	-0.07	0	0.04	0.07	0.28	0.45	0.07	0.17	0.4	0.05	-0.13
YKR098C	UBP11      || biological process unknown || ubiquitin-specific protease activity || YKR098C || 1081264	-0.13	-0.01	0.09	0.03	0.31	0.15	-0.2	0.19	0.78	0.58	0.65	0.08	0.41	0.15	0.44	0.23	0.06	0.08	0.15	0.13	0.26	0.18	0.26	0.05	0.89	0.74	0.38	0.16	-0.11	-0.33	1.28	0.76	0.46	0.12	0.07	-0.05
YJL102W	MEF2       || translational elongation || translation elongation factor activity || YJL102W || 1086849	0.56	0.31	0.56	0.78	0.89	0.52	0.95	0.78	-0.31	-0.3	-0.36	0.05	-0.57	-0.51	-0.76	-1.27	-1.34	-1.25	1.02	0.09	-0.23	-0.47	-0.33	-0.56	0.48	-0.13	-0.08	-0.18	-0.1	-0.16	1.07	-0.35	-0.24	-0.47	-0.52	-0.39
YBR215W	HPC2       || G1/S-specific transcription in mitotic cell cycle || transcription regulator activity || YBR215W || 1086565	0.04	-0.32	-0.09	-0.06	-0.09	0	0.44	0.07	-0.09	0.21	0.29	0.14	-0.2	-0.21	-0.1	-0.22	-0.21	-0.08	0.63	-0.16	0.03	-0.08	-0.03	-0.24	-0.35	-0.3	-0.15	-0.12	0.01	0	0.17	-0.25	-0.11	-0.08	-0.02	-0.07
YIR014W	|| biological process unknown || molecular function unknown || YIR014W || 1082482	1.35	0.7	1.06	0.87	0.56	0.33	1.66	0.85	-0.01	0.34	0.25	0.24	-0.05	-0.12	-0.36	-0.43	-0.62	-0.92	0.53	0.42	-0.12	-0.1	0.01	-0.12	0.6	0.31	0.32	0.16	0.1	0.13	0.09	0.69	0.36	0.22	-0.09	0.08
YER061C	CEM1       || fatty acid biosynthesis || fatty-acid synthase activity || YER061C || 1081897	-0.26	-0.18	-0.08	-0.13	-0.16	0.08	-0.24	-0.54	-0.66	-0.36	-0.02	0.3	-0.83	-0.75	-0.78	-0.76	-0.38	-0.56	-0.77	-0.76	-0.73	-0.54	-0.26	-0.57	-0.11	0.15	0.5	0.36	0.24	0.33	-1.34	-0.44	0.02	0.17	-0.08	0.28
YMR242C	RPL20A     || protein biosynthesis || structural constituent of ribosome || YMR242C || 1083119	-1.43	-1.02	-0.84	-0.52	-0.33	-0.1	-2.71	-2.1	-1.12	-0.73	-0.44	-0.05	-2.04	-1.27	-0.6	-0.37	0.21	0.43	-3.74	-1.08	-0.68	-0.4	-0.29	-0.33	-1.57	-0.81	-0.49	-0.25	-0.13	0.14	-2.36	-0.64	-0.2	-0.16	-0.44	-0.14
YPR029C	APL4       || vesicle-mediated transport || clathrin binding || YPR029C || 1082801	-0.39	-0.27	-0.09	0.12	-0.17	-0.38	-0.07	-0.26	-0.34	-0.3	-0.32	-0.17	-0.18	-0.17	-0.13	-0.29	-0.22	-0.42	-0.14	-0.02	-0.17	-0.16	-0.15	-0.09	-0.26	-0.25	-0.22	-0.28	-0.15	-0.13	-0.4	-0.01	-0.07	-0.07	-0.09	-0.15
YHR045W	|| biological process unknown || molecular function unknown || YHR045W || 1084007	-0.81	-0.43	-0.4	-0.42	-0.3	-0.18	-1.01	-0.94	-0.38	-0.11	-0.02	-0.16	-0.35	-0.21	0.24	0.31	0.26	0.21	-1	-0.56	-0.1	-0.21	-0.07	-0.06	-0.74	-0.32	-0.38	-0.31	-0.09	0	-2.09	-0.64	-0.22	-0.03	-0.05	0.01
YML115C	VAN1       || protein amino acid N-linked glycosylation || mannosyltransferase activity || YML115C || 1081557	-0.13	-0.25	-0.08	-0.01	-0.09	-0.08	0.34	0.05	-0.29	-0.39	-0.11	0.09	0.18	0.25	-0.1	-0.25	-0.21	0.11	-0.27	-0.27	-0.13	-0.16	-0.13	-0.02	0.19	-0.03	0.12	0.11	0.07	0.01	0.4	0.06	-0.04	-0.1	-0.02	0.15
YKR078W	|| protein transport || protein transporter activity || YKR078W || 1085972	-0.17	-0.15	-0.48	-0.41	-0.18	-0.09	-0.13	-0.15	0.19	0.3	0.2	-0.28	0.5	0.26	0.29	-0.01	0.05	-0.07	-0.02	-0.06	-0.05	-0.03	0.12	-0.1	0.23	0.16	-0.07	-0.04	-0.06	-0.14	0.26	-0.3	-0.07	-0.09	-0.38	-0.23
YKL157W	APE2       || peptide metabolism || leucyl aminopeptidase activity || YKL157W || 1083733	0.62	0.35	0.67	0.47	0.35	0.23	1.12	1	0.86	0.99	0.73	0.92	0.28	0.29	0.13	0	0.02	-0.2	0.8	0.65	0.58	0.3	0.28	0.03	0.69	0.34	0.55	0.23	0.2	0.06	0.51	0.41	0.42	0.2	0.26	0.06
YKR001C	VPS1       || protein-vacuolar targeting* || GTPase activity || YKR001C || 1080680	0.13	-0.07	0.18	0.25	0.13	0.15	0.8	0.53	0.28	0.31	0.2	0.29	0.46	0.33	0.21	0.13	0.14	0.09	0.84	0.39	0.2	0.14	0.19	0.05	0.1	0.13	0.37	0.18	0.15	0.16	0.22	-0.07	0.01	0.09	-0.03	-0.01
YOL139C	CDC33      || translational initiation* || translation initiation factor activity || YOL139C || 1085626	-0.55	-0.11	0	-0.04	-0.03	0.07	-0.79	-0.37	0.62	0.5	0.39	0.08	0.4	0.38	0.46	0.37	0.34	0.32	0.65	0.41	0.71	0.48	0.67	0.38	-0.34	0.18	0.3	0.28	0.28	0.54	0.11	0.42	0.28	0.61	0.3	0.14
YPL148C	PPT2       || protein-cofactor linkage || phosphopantetheinyltransferase activity || YPL148C || 1081391	0.47	1.13	0.57	0.41	0.6	0.32	-1.01	-0.27	0.51	0.38	0	-0.19	-0.4	-0.51	-0.4	-0.36	-0.61	-0.16	-0.32	-0.02	0.38	0.13	0.23	0.12	0.25	0.26	0.01	0.06	-0.04	0.26	0.53	0.36	0.16	0.52	-0.09	-0.44
YGR085C	RPL11B     || protein biosynthesis* || structural constituent of ribosome || YGR085C || 1080923	-1.23	-0.84	-0.63	-0.66	-0.28	-0.14	-3.26	-2.97	-0.94	-0.47	-0.16	-0.22	-1.46	-1.25	-0.64	-0.26	-0.1	0.29	-1.95	-1.45	-0.25	-0.3	-0.05	-0.05	-0.95	-0.55	-0.5	-0.21	-0.07	0.08	-2.54	-0.76	-0.17	0.05	-0.19	-0.12
YHR001W-A	QCR10      || aerobic respiration* || ubiquinol-cytochrome-c reductase activity || YHR001W-A || 1081735	-0.49	0.17	0.01	0.17	0.33	-0.04	-1.49	-1.39	-0.36	-0.39	-0.65	-0.34	-0.83	-0.47	-0.45	-0.27	-0.6	-0.46	-2.27	-0.13	0.44	0.22	0.08	0.12	-0.27	-0.17	-0.45	-0.51	-0.5	-0.63	-1.16	-0.25	-0.14	-0.45	-0.54	-0.54
YPR009W	SUT2       || regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YPR009W || 1084161	0.26	0.47	-0.16	-0.35	-0.05	-0.12	-0.58	-0.17	0.67	0.33	0.31	0.08	-0.23	-0.22	-0.01	0.17	-0.02	0.12	-0.58	-0.21	0.18	-0.1	-0.11	-0.19	-0.72	-0.32	-0.26	-0.07	-0.1	-0.11	-0.51	-0.3	-0.29	-0.04	-0.03	-0.1
YBR190W	||  ||  || YBR190W || 1085532	-0.89	-0.07	-0.51	-0.35	0.41	0.57	-1.4566	-1.06294	-0.5	-0.04	0.27	0.27	-0.99	-1.1	-0.22	-0.01	-0.12	0.47	-0.85598	0.01	0.73	0.82	0.72	0.79	0	-0.02	-0.39	-0.21	0.12	0.01	-0.721957	-0.43	0.39	-0.03	0.25	0.16
YHR054C	|| biological process unknown || molecular function unknown || YHR054C || 1082210	-0.49	-0.15	0.05	-0.16	-0.18	-0.21	-0.48	-0.29	0.68	0.51	0.09	-0.24	0.49	0.06	-0.01	0.15	-0.26	-0.29	0.02	0.09	-0.29	-0.26	-0.17	-0.26	0.06	0.39	0.16	0.07	-0.01	-0.21	-0.04	0.04	-0.01	0.2	-0.04	-0.35
YKR087C	OMA1       || misfolded or incompletely synthesized protein catabolism || metalloendopeptidase activity || YKR087C || 1086611	0.08	0.21	-0.09	-0.04	0.08	0.2	-0.13	-0.14	-0.04	0.23	0	0.09	-0.32	-0.35	-0.2	-0.55	-0.37	-0.54	0.34	0.17	0.25	0.05	0.26	0.01	0.09	0.23	0	0.13	0.1	0.07	-0.27	-0.15	-0.12	0.18	-0.28	0.12
YER041W	YEN1       || biological process unknown || single-stranded DNA specific endodeoxyribonuclease activity || YER041W || 1083056	-0.03	-0.34	-0.37	-0.77	-0.24	-0.23	0.41	-0.06	-0.13	-0.03	-0.39	-0.18	0.35	0.49	0.34	0.18	0.29	0.21	0.15	-0.3	0.15	-0.17	0.03	-0.41	0.4	0.2	-0.35	-0.25	-0.69	-0.42	0.35	-0.16	-0.26	-0.23	-0.35	-0.05
YFR010W	UBP6       || protein deubiquitination || ubiquitin-specific protease activity || YFR010W || 1084739	0.58	0.42	0.4	0.21	0.13	0.24	0.15	0.3	0.29	0.43	0.18	0.1	0.77	0.54	0.35	0.15	0.12	0	0.89	0.69	0.75	0.53	0.7	0.34	0.43	0.56	0.23	0.26	0.21	0.28	0.49	0.34	0.37	0.46	0.36	0.26
YDR248C	|| biological process unknown || molecular function unknown || YDR248C || 1084384	0.15	0.61	0.18	-0.04	0.09	0.2	-0.59	-0.55	0.38	0.45	0.18	-0.13	0.17	-0.01	0.18	0.21	0.33	0.29	0.08	0.26	0.27	0.12	0.24	0.19	-0.25	-0.31	-0.68	-0.6	-0.46	-0.22	0.1	0.21	0.11	0.18	0.03	-0.16
YIR003W	|| biological process unknown || molecular function unknown || YIR003W || 1085692	0.4	-0.06	0.36	0.41	0.08	-0.09	1.24	0.69	-0.5	-0.61	-0.26	-0.34	-0.23	-0.16	-0.33	-0.56	-0.38	-0.74	0.46	-0.07	-0.3	-0.26	-0.23	-0.48	0.64	0.27	0.29	-0.17	-0.28	-0.16	1.33	0.63	0.27	-0.08	-0.24	-0.31
YBR007C	|| biological process unknown || molecular function unknown || YBR007C || 1080721	-0.73	-0.84	-0.8	-0.62	-0.33	-0.39	0.52	0.29	0.12	-0.13	-0.02	0.06	0.46	0.44	0.28	0.03	0.26	0.34	-0.52	0.06	0.04	0.06	0.03	0.07	-0.19	-0.01	0.12	0.04	-0.23	-0.06	-0.33	-0.1	-0.11	-0.09	0.03	-0.21
YML104C	MDM1       || mitochondrion organization and biogenesis* || structural constituent of cytoskeleton || YML104C || 1083650	-0.52	-0.38	-0.4	-0.51	-0.27	-0.39	0.05	0.03	0.47	0.32	0.49	0.07	0.58	0.5	0.49	0.59	0.3	0.43	-0.12	-0.12	0.04	0.02	0.11	0.13	-0.21	-0.1	-0.17	-0.06	-0.1	-0.19	-0.26	-0.25	-0.28	-0.19	-0.24	-0.09
YER050C	RSM18      || protein biosynthesis || structural constituent of ribosome || YER050C || 1082324	-0.5	-0.33	-0.43	-0.04	0.1	-0.08	-1.29	-1.14	-0.22	-0.31	-0.35	-0.72	-0.12	-0.25	-0.27	-0.15	-0.26	-0.34	0.15	-0.53	-0.37	-0.43	-0.31	-0.37	-0.57	-0.42	-0.4	-0.39	-0.49	-0.41	0	-0.53	-0.31	-0.17	-0.54	-0.63
YKL166C	TPK3       || protein amino acid phosphorylation* || protein serine/threonine kinase activity* || YKL166C || 1081386	-0.89	-0.34	-0.43	-0.42	-0.08	-0.08	-0.71	-0.84	-0.7	-0.47	-0.36	-0.07	-0.47	-0.4	-0.33	-0.12	0.07	-0.21	-0.3	-0.15	0.06	0.04	0.35	0.08	-0.36	-0.08	-0.26	0.01	0.02	0.18	-1.06	-0.48	0.05	-0.1	-0.2	0.15
YKL146W	AVT3       || neutral amino acid transport || neutral amino acid transporter activity || YKL146W || 1081251	-0.17	-0.15	-0.11	0.03	-0.2	-0.39	0.91	0.59	-0.74	-0.81	-0.87	-0.38	-1.02	-0.85	-1	-0.72	-0.56	-0.45	-0.08	0.07	-0.37	-0.42	-0.76	-0.38	-0.26	-0.55	-0.41	-0.49	-0.58	-0.57	-1.03	-0.52	-0.63	-0.69	-0.61	-0.32
YOL128C	YGK3       || protein amino acid phosphorylation* || glycogen synthase kinase 3 activity || YOL128C || 1081497	0.15	-0.07	-0.12	-0.22	-0.27	-0.03	2.97	2.9	2.59	1.96	1.36	0.98	-0.01	0	-0.03	-0.05	-0.02	0.09	0.16	0.77	0.08	0.15	0.2	0.08	-0.12	0.07	0.08	0.1	0.15	0.21	0.47	0.97	0.4	0.42	0.41	0.42
YPL137C	|| biological process unknown || molecular function unknown || YPL137C || 1083359	0.55	0.51	0.37	0.16	0.29	0.38	0.58	0.26	0.4	0.29	0.15	0.27	0.57	0.17	0.24	0.22	-0.13	0.11	-0.44	0.37	0.13	-0.02	-0.12	-0.11	0.49	0.29	0.26	0.18	0.07	-0.08	0.08	0.09	-0.2	0.18	-0.01	0.02
YNL159C	ASI2       || ubiquitin-dependent protein catabolism || molecular function unknown || YNL159C || 1084310	0.4	0.4	0.26	0.27	0.26	0.36	0.29	0.47	0.95	0.61	0.6	0.53	0.34	0.34	0.42	0.46	0.52	0.23	0.55	0.47	0.38	0.41	0.29	0.44	0.08	0.18	0.34	0.3	0.25	0.33	-0.37	0.83	0.28	0.42	0.49	0.6
YHR043C	DOG2       || response to stress* || 2-deoxyglucose-6-phosphatase activity || YHR043C || 1082112	-0.9	-0.31	0.08	0.12	0.44	0.01	-2.59	-2.22	-1.03	-0.52	-0.73	-0.91	-2.49	-2.22	-1.53	-1.32	-0.74	-0.82	-1.69255	-1.58	-1.16	-1.12	-0.88	-0.84	-0.97	-0.4	-0.44	-0.63	-0.75	-0.65	-0.89	-0.23	0.03	-0.27	-0.67	-0.71
YKR067W	GPT2       || phospholipid biosynthesis || glycerol-3-phosphate O-acyltransferase activity || YKR067W || 1085307	0.35	-0.12	-0.03	-0.1	-0.23	-0.69	-0.57	-0.82	-1.22	-1.11	-1.19	-1.3	-0.69	-0.98	-1.09	-1.05	-1.1	-0.89	-1.78	-1.07	-1.36	-1.22	-1.27	-1.08	-0.51	-0.7	-0.65	-0.81	-0.75	-1.11	-1.7	-1.07	-1.16	-0.97	-1.02	-0.99
YMR005W	TAF4       || transcription from RNA polymerase II promoter || RNA polymerase II transcription factor activity || YMR005W || 1086905	-0.22	-0.33	-0.13	-0.01	-0.11	-0.05	-0.2	-0.25	-0.35	-0.26	-0.27	-0.1	-0.23	-0.17	-0.18	-0.21	0.01	-0.62	-0.29	-0.47	-0.18	-0.21	-0.12	-0.19	-0.19	-0.14	-0.05	-0.29	-0.11	-0.05	-0.52	-0.09	-0.06	0.02	-0.06	-0.05
YPR204W	|| biological process unknown || DNA helicase activity || YPR204W || 1084895	1.17	1	0.86	0.77	0.53	0.3	2.79	2	0.6	0.16	0.2	0.01	0.23	0.26	0.08	-0.4	-0.32	-0.4	0.58	0.62	-0.06	-0.01	-0.07	0.12	1.04	0.64	0.62	0.27	0.36	0.26	1.81	0.74	0.51	0	0.19	0.21
YER030W	|| biological process unknown || molecular function unknown || YER030W || 1082366	0.48	0.67	0.45	-0.01	-0.13	-0.23	-0.13	0.12	0.75	0.75	0.57	-0.12	0.8	0.52	0.55	0.43	0.44	0.44	1.52	0.57	0.3	0.13	0.24	-0.12	0.16	-0.11	-0.25	-0.22	-0.4	-0.46	0.6	-0.16	-0.03	-0.08	-0.25	-0.47
YJR067C	YAE1       || biological process unknown || molecular function unknown || YJR067C || 1084503	-0.25	-0.02	-0.26	-0.28	0.06	0.22	-1.81	-1.14	-0.14	0.26	0.39	0.09	0.03	-0.15	0.08	0.27	0.19	0.3	-0.99	-0.33	0.01	0.12	0.21	0.22	-0.32	-0.09	-0.29	0.11	0.23	0.37	-0.64	-0.39	0.06	0.31	0.14	0.1
YLR045C	STU2       || mitotic spindle organization and biogenesis in nucleus* || structural constituent of cytoskeleton* || YLR045C || 1081146	-0.12	-0.26	0.17	0.07	0.03	-0.03	0.73	0.5	-0.11	0.15	0.17	0.01	0.09	0.4	0.32	0.22	0.29	0.12	0.5	0.08	-0.16	-0.16	0.02	-0.05	-0.11	-0.42	0.04	-0.12	-0.13	-0.13	0.1	-0.67	-0.26	-0.22	-0.24	-0.14
YMR211W	DML1       || mitochondrial genome maintenance* || structural molecule activity || YMR211W || 1084978	-0.08	-0.07	0.04	-0.09	0.05	-0.02	-0.76	-0.79	-0.2	-0.32	-0.08	0.13	0.94	0.96	1.04	1.07	0.82	0.76	-0.74	-0.51	-0.14	-0.23	-0.09	-0.25	-0.46	-0.23	-0.08	-0.06	0.01	-0.06	-1.22	-0.49	-0.23	-0.09	-0.16	0.09
YJL177W	RPL17B     || protein biosynthesis || structural constituent of ribosome || YJL177W || 1081625	-0.53	-0.23	-0.34	-0.37	-0.26	-0.2	-0.71	-0.66	0.05	-0.24	-0.15	-0.07	-1.17	-0.61	-0.56	-0.48	-0.2	-0.12	-0.26	-0.21	-0.11	-0.2	-0.18	-0.17	-0.66	-0.28	-0.43	-0.37	-0.24	-0.12	-0.69	-0.16	-0.04	-0.22	-0.21	-0.09
YLR418C	CDC73      || RNA elongation from RNA polymerase II promoter* || RNA polymerase II transcription elongation factor activity || YLR418C || 1085790	-0.27	0.03	0.21	0.22	0.2	0.25	-0.47	-0.19	0.17	0.27	0.35	0.47	-0.18	-0.06	0.17	0.28	0.29	0.34	-0.1	-0.13	0.23	0.1	0.16	0.19	-0.41	-0.05	-0.01	0.12	0.17	0.28	-1.3	-0.42	-0.11	0.1	0.2	0.23
YHR023W	MYO1       || response to osmotic stress* || microfilament motor activity || YHR023W || 1080936	-0.18	-0.14	0.38	0.18	-0.2	-0.48	0.92	0.79	0.7	0.55	0.3	-0.29	-0.03	0.07	0.1	-0.12	-0.04	-0.26	1	0.77	0.17	0.27	0.45	0.09	-0.08	0.18	-0.1	-0.15	-0.31	-0.24	1	-0.05	-0.09	-0.2	-0.38	-0.34
YOR038C	HIR2       || regulation of transcription from RNA polymerase II promoter || transcription corepressor activity || YOR038C || 1085876	-0.02	-0.14	0.08	0.1	0.07	0.09	0.38	0.37	0.4	0.04	0.1	0.13	0.02	0.14	0.12	0.05	-0.03	0.14	-0.25	0.03	-0.06	-0.09	0.09	-0.01	-0.02	-0.05	0.19	0.05	-0.01	0.15	0.57	0.05	-0.04	0.07	0.03	-0.02
YMR297W	PRC1       || vacuolar protein catabolism || carboxypeptidase C activity || YMR297W || 1082364	0.53	0	0.73	0.66	-0.23	-0.65	2.42	2.08	0.32	0.08	-0.2	-0.19	0.3	0.21	-0.03	-0.25	-0.27	-0.33	1.27	1.33	0.15	0.34	0	0.03	0.13	-0.17	-0.12	0.01	-0.11	-0.53	0.21	0.21	-0.15	-0.46	-0.02	-0.15
YGR054W	|| translational initiation || translation initiation factor activity || YGR054W || 1081056	-1	-0.97	-0.63	-0.22	-0.04	0.03	-0.64	-0.74	-1.29	-1.42	-0.69	-0.3	-1.52	-0.85	-0.81	-0.56	-0.57	-0.34	-1.17	-0.85	-0.65	-0.53	-0.53	-0.27	-0.52	-0.9	-0.38	-0.45	0.02	-0.13	-0.26	-0.82	-0.22	-0.3	-0.18	0.1
YKL155C	RSM22      || protein biosynthesis || structural constituent of ribosome || YKL155C || 1084398	-0.15	-0.51	-0.43	-0.21	0.07	0.1	-0.83	-0.7	-0.76	-0.23	-0.23	-0.39	-1.05	-1.16	-0.98	-1.21	-0.94	-1.02	-0.88	-0.99	-0.76	-0.89	-0.49	-0.76	0.41	0.03	-0.33	-0.35	-0.21	-0.31	-0.41	-1.06	-0.45	-0.56	-0.69	-0.49
YBR279W	PAF1       || RNA elongation from RNA polymerase II promoter* || RNA polymerase II transcription elongation factor activity || YBR279W || 1084702	-0.02	-0.23	0.1	0.05	-0.12	-0.04	0.06	0.06	-0.17	-0.1	-0.01	-0.12	0.52	0.41	0.26	0	-0.07	0.11	0.93	-0.02	-0.07	-0.18	-0.04	-0.23	0.02	0.06	-0.08	-0.45	-0.19	-0.13	0.13	-0.25	-0.05	-0.01	-0.16	-0.03
YOR018W	ROD1       || response to drug || molecular function unknown || YOR018W || 1086572	0.62	0.19	0.45	0.56	0.03	0.15	0.95	0.82	0.63	0.24	0.12	0.06	0.7	0.38	-0.1	-0.23	-0.35	-0.36	0.02	0.53	0.12	0.15	0.09	0	0.51	0.22	0.23	0.06	-0.08	-0.03	1.04	0.63	0.27	0.2	0.24	0.01
YML116W-A	||  ||  || YML116W-A || 1086871	0.96	0.63	1	0.79	0.32	0.14	1.81	1.23	0.58	0.14	0.32	0.23	0.72	0.56	0.32	-0.02	-0.09	-0.12	1	0.81	0.45	0.47	0.53	0.34	1.22	0.68	0.51	0.29	0.15	0.28	2.31	1.01	0.6	0.51	0.17	0.21
YLR025W	SNF7       || late endosome to vacuole transport* || molecular function unknown || YLR025W || 1082330	0.84	0.77	0.47	0.4	0.22	0.22	0.76	0.54	0.7	0.71	0.52	0.25	0.52	0.59	0.4	0.16	0.01	-0.34	1.16	0.76	0.68	0.46	0.38	0.26	0.73	0.52	0.31	0.2	0.2	0.12	0.82	0.54	0.4	0.44	0.31	0.09
YIR001C	SGN1       || mRNA metabolism || poly(A) binding || YIR001C || 1085862	-0.26	-0.17	0.04	0	0.04	-0.08	-0.72	-0.71	-0.33	-0.41	-0.25	-0.15	-0.12	0.01	0.02	0.19	0.01	-0.3	-1.02	-0.39	-0.17	-0.16	-0.26	-0.19	-0.23	-0.07	-0.1	-0.22	-0.04	-0.12	-0.49	0.26	0.09	-0.13	-0.07	-0.05
YKR056W	TRM2       || tRNA modification || tRNA (m5U54) methyltransferase activity || YKR056W || 1083176	-0.31	-0.46	-0.07	-0.11	0.03	0.16	-0.46	-0.43	-0.46	-0.34	-0.27	0.09	-0.14	-0.13	-0.08	-0.04	0.23	0.22	-0.36	-0.37	-0.15	-0.12	-0.16	0.02	-0.38	-0.44	-0.2	-0.33	-0.03	0.08	-0.92	-0.38	-0.05	-0.26	0.03	0.2
YNL148C	ALF1       || post-chaperonin tubulin folding pathway* || microtubule binding* || YNL148C || 1083023	-0.3	0.02	-0.04	-0.12	-0.21	0.1	0.43	0.14	-0.89	-1.27	-0.81	-0.55	-0.72	-0.45	-0.04	-0.37	0.15	-0.5	0.29	0.29	-0.34	-0.48	-0.74	-0.48	-0.54	-0.16	0.13	-0.03	0.23	0.04	-0.44	-0.38	-0.03	-0.24	-0.29	-0.01
YGR063C	"SPT4       || regulation of transcription, DNA-dependent* || RNA polymerase II transcription elongation factor activity || YGR063C || 1081358"	-0.84	-0.11	-0.55	-0.29	0.12	0.07	-1.19	-0.7	0.26	-0.1	0.26	0.27	-1.04	-0.62	-0.35	0.2	-0.07	0.16	-2.28	-0.02	0.06	0.27	0.11	0.55	-0.72	-0.55	-0.45	-0.14	0.09	0.11	-0.2	0.05	0.29	0.17	0.21	0.45
YHR219W	|| biological process unknown || molecular function unknown || YHR219W || 1084087	1.04	0.93	0.81	0.86	0.52	0.36	2.78	2.06	0.54	0.11	0.13	0.06	0.33	0.34	0.18	-0.1	-0.17	-0.27	0.42	0.72	-0.07	0.08	-0.01	0.14	1.11	0.76	0.58	0.29	0.36	0.32	1.8	0.8	0.53	0.11	0.24	0.36
YNL128W	TEP1       || spore wall assembly (sensu Fungi)* || inositol or phosphatidylinositol phosphatase activity || YNL128W || 1080986	0.7	0.58	0.1	0.07	-0.15	0.09	0.83	0.76	0.77	0.87	0.46	0.23	0.88	0.48	0.42	0.33	0.27	-0.23	0.51	0.33	-0.04	-0.04	0.33	0.07	0.03	0.15	0.1	0.04	0.11	0.11	0.25	0.4	0.08	0.28	0.17	0.04
YJL166W	QCR8       || aerobic respiration* || ubiquinol-cytochrome-c reductase activity || YJL166W || 1085126	0.37	1.14	0.61	0.53	0.55	0.17	-0.18	-0.07	1.11	0.62	0.36	-0.13	1.28	0.94	0.99	0.81	-0.01	0.03	0.09	0.67	0.72	0.54	0.39	0.24	0.51	-0.11	-0.47	-0.54	-0.53	-0.48	0.51	0.2	0.33	0.08	-0.16	-0.57
YHR214W-A	||  ||  || YHR214W-A || 1081986	1.95	1.58	2.09	2.12	0.72	-0.34	2.17	1.34	-0.73	-1.19	-2.2	-1.52	2.03	1.88	1.59	1.74	1.26	0.77	1.03	2.21	1.89	1.58	1.02	0.83	0.03	-0.01	-0.68	-0.88	-0.98	-1.23	0.09	1.09	-0.73	-0.93	-0.93	-0.72
YKR065C	|| biological process unknown || molecular function unknown || YKR065C || 1085222	-0.46	-0.59	-0.1	0.16	0.47	0.54	-1.7	-1.36	-1.12	-0.34	-0.27	0.43	-0.8	-0.76	-0.67	-0.24	-0.33	0.07	-0.51	-1.07	-0.36	-0.26	-0.23	0.07	-0.49	-0.36	0.02	0.19	0.4	0.2	-1.15	-0.26	0.12	0.14	0.3	0.28
